TMP,RH,PM10
11.384501347708897,47.6199460916442,
14.295045045045043,31.63063063063063,
13.023809523809524,35.286684782608695,42.66894664842681
16.435048678720445,31.223922114047287,46.53748231966054
15.843454790823213,46.88798920377868,44.89697802197802
14.858571428571429,62.07,28.3950233281493
13.98903133903134,67.33618233618233,23.897435897435894
13.565176151761518,70.98778833107191,22.1048632218845
13.193055555555556,81.05,20.449197860962567
15.417590361445784,74.71566265060241,27.083694083694084
14.867777777777777,71.91944444444445,30.2292899408284
12.440567951318458,64.66056910569105,38.75206611570248
11.216893732970028,56.06002728512961,40.25757575757576
14.892053973013493,42.85607196401799,41.71363636363636
15.79357045143639,46.25991792065663,34.80654761904762
16.46746031746032,46.29166666666666,38.77800829875519
15.222377622377625,63.34081346423562,28.1285140562249
15.34002789400279,75.42677824267783,21.12063953488372
14.448048452220728,75.26917900403768,22.036568213783404
15.04716459197787,71.3609958506224,23.066889632107024
,,
13.733333333333334,72.77150537634408,
13.336211699164345,61.92061281337048,
12.335618279569893,61.49193548387097,
12.070833333333336,57.47715053763441,
13.292410714285714,49.626488095238095,37.36881188118812
15.254867256637167,61.85793103448276,29.562594268476623
16.154276315789474,52.183588317107095,37.6058495821727
14.6362480127186,68.50638977635782,28.336986301369866
14.651882845188284,74.42677824267783,30.686192468619247
14.42708894878706,72.26244952893674,29.41734417344173
14.757327586206896,71.12787356321839,23.944525547445256
14.149027777777777,76.8013888888889,23.4
14.12741935483871,70.30779569892474,27.36376021798365
14.086388888888887,69.56805555555556,35.354019746121295
13.076495132127956,62.30458970792768,42.40816326530612
11.1502688172043,47.840053763440864,33.4013698630137
12.80589928057554,41.85488505747127,48.38728323699422
14.451333333333332,44.77,27.3656207366985
16.948773448773448,40.2049062049062,38.20733427362482
17.11279761904762,56.22916666666666,38.445517241379314
14.572931276297336,71.48807854137448,25.3071104387292
14.219220430107528,73.97849462365592,23.3551912568306
14.74758064516129,73.13575268817205,22.828103683492497
14.360669456066946,75.2047685834502,23.507082152974505
13.4582995951417,69.98517520215633,24.515235457063717
11.647698744769874,72.2398316970547,30.37941176470588
12.84381868131868,59.81793103448276,33.68154761904762
12.55948855989233,46.30686406460296,43.51682368775236
13.37040971168437,40.43835616438356,40.99248120300752
13.65290148448043,48.832432432432434,34.8561736770692
15.688517441860466,41.21656976744186,36.39886578449905
17.216150740242263,54.19407008086253,44.61538461538461
16.041666666666668,61.73888888888889,22.421940928270043
13.964516129032258,73.66397849462365,22.10439560439561
15.461882352941178,68.98356807511738,20.837254901960783
14.425046728971962,71.74018691588785,
13.550403225806452,68.375,29.81758957654723
12.852222222222222,48.225,33.32673267326733
11.831048387096772,45.0255376344086,43.47162162162162
10.610771470160117,51.60233918128655,39.20083102493075
13.589984101748808,54.144,35.24842767295598
15.848037889039244,42.88306451612903,35.648648648648646
15.635793871866296,49.07112970711297,35.4354609929078
16.745833333333334,48.04435483870968,29.886740331491712
14.967454798331016,67.31388888888888,25.98036006546645
14.68239247311828,64.25537634408602,28.16178521617852
13.751897018970189,73.88218793828892,19.93930197268589
14.455322128851542,73.73333333333333,24.816666666666663
13.761238223418571,73.25033647375504,21.81680672268908
12.967222222222222,62.22083333333333,29.509658246656763
12.163112391930836,53.33729569093611,37.69368131868132
12.2527665317139,47.68682795698925,33.35461956521739
14.772727272727272,45.00778816199377,29.34433962264151
16.022752043596732,40.24390243902439,36.026153846153846
16.644583333333333,38.0250347705146,45.816783216783215
18.17183288409704,39.94743935309973,26.58333333333333
15.744150417827298,64.36995827538247,25.52173913043478
14.18029689608637,71.01484480431849,24.40036231884058
15.34758064516129,65.85215053763442,23.979224376731302
14.645416666666668,69.52777777777777,22.851393188854487
14.27135135135135,72.11668928086839,21.223622047244096
14.115942028985508,61.61103047895501,27.47485207100592
12.709470752089135,51.97625698324023,41.983539094650205
12.131891891891891,49.3130081300813,34.1764705882353
14.777665706051874,44.648414985590776,35.67994100294985
16.708831521739132,41.110054347826086,45.33057851239669
17.50745614035088,43.61988304093568,40.00147275405008
16.701854493580598,45.596291012838805,37.39161849710983
16.245694444444442,58.859722222222224,26.66386554621849
15.439819004524884,63.05656108597285,
,,
,,
,,
,,
,,
,,
,,
17.291616766467065,32.550898203592816,
16.7978386167147,38.28530259365994,
15.94793956043956,55.15934065934066,
14.405424200278164,68.93472222222222,
14.226549865229112,70.58355795148248,
14.340860215053764,71.34274193548387,
13.820972222222222,74.825,
14.510349462365593,64.57873485868102,26.46551724137931
12.314763231197771,53.56944444444444,30.855153203342617
13.31311475409836,43.51912568306011,37.07744565217392
,,33.01219512195122
,,33.12874251497006
,,38.80255681818182
,,39.12481203007519
,,39.036308623298034
,70.55147058823529,23.135854341736696
,66.53360215053763,21.20948012232416
,68.45295698924731,
14.223007246376811,71.58439716312057,19.106032906764167
14.758064516129032,67.13978494623656,26.8734693877551
14.664444444444444,58.25,33.8125
12.525244299674268,52.09568733153639,36.273972602739725
13.385887096774194,45.04435483870968,38.24561403508772
14.681101190476191,42.69642857142857,44.04918032786885
16.157181942544458,37.93707250341997,38.550077041602464
17.492618384401116,40.31894150417827,37.21180555555556
17.000404858299593,50.27395411605938,32.22646657571624
19.523226703755217,43.53824756606398,32.79545454545455
